canonical_smiles,pchembl_value
Cn1cc(Nc2ncc(Br)c(=Nc3cccc(C(=N)O)c3)[nH]2)cn1,5.5
Cn1cc(Nc2ncc(Br)c(=Nc3ccccc3C(=N)O)[nH]2)cn1,6.9
Cc1cc(C)c(C=C2C(O)=Nc3ccccc32)[nH]1,6.7
Cc1cc(C)c(/C=C2\C(O)=Nc3ccccc32)[nH]1,5.83
COc1ccccc1N=c1[nH]c(Nc2cnn(C)c2)ncc1Br,6.0
Cn1cc(Nc2ncc(Br)c(=Nc3ccccc3S(C)(=O)=O)[nH]2)cn1,5.6
Cc1cc(=Nc2nc(Cl)cc(=NCc3ccccc3)[nH]2)[nH][nH]1,6.1
CCc1nc(C)c(/C=C2\C(O)=Nc3ccccc32)[nH]1,5.86
Cc1cc(C)c(/C=C2\C(O)=Nc3ccc(N)cc32)[nH]1,5.32
CC(C)OC1=NNC(=O)C1=Cc1c[nH]c2ccccc12,6.0
CC(C)N=C1NN=C(O)C1=Cc1cc2ccccc2[nH]1,6.1
Cn1cc(-c2cc3nc(Br)c[nH]c-3n2)c2cc(C#N)ccc21,5.5
Brc1ccc2nc3cc(Nc4ccccc4)ncn3c2c1,4.573333333333333
O=[N+]([O-])c1cccc(Nc2cc3nc4ccccc4n3cn2)c1,4.925
c1ccc(Nc2cc3nc4ccccc4n3cn2)cc1,4.640000000000001
COc1ccc2c(c1)c(-c1cc3nc(Br)c[nH]c-3n1)cn2C,5.5
Cc1[nH]c(/C=C2\C(O)=Nc3ccc(F)cc32)c(C)c1C(=O)O,6.04
N=C(O)c1cc(-c2cccc(N)c2)cc2cccnc12,5.9
CC(=O)/C=C/c1c(O)ncnc1Oc1cccc(C(C)=O)c1,5.2
COC(=O)c1cccc(Oc2ncnc(O)c2/C=C/C(C)=O)c1,5.52
CCc1c(-c2ccc(C(C)=O)cc2)[nH]c2nccnc12,5.3
COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,5.62
CC(=O)/C=C/c1c(O)ncnc1Oc1ccc(N=C(C)O)cc1,5.18
C[C@H](N=c1[nH]c(=Nc2cn(C)cn2)c2cc[nH]c2[nH]1)c1ncc(F)cn1,7.3
Cc1ccnc2[nH]c3cc(C(C)C)ccc3c(=O)c12,5.5
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,5.96
Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2OCC(C)C,5.3
CC(C)(C)Nc1ncnc2[nH]cc(-c3ccccc3)c12,5.7
CC(N)C1CCC(C(O)=Nc2cc[nH]c3nccc2-3)CC1,5.7
Cc1ccc(-c2cc(-c3cc(Br)ccc3O)nc(O)c2C#N)s1,5.7
N#Cc1ccc2[nH]c(=N)n(-c3nc(-c4ccccc4)cs3)c2c1,6.4
COc1ccc(-c2cc3nc4ccc(Br)cc4n3cn2)cc1,4.94
O=C1Nc2ccccc2C1=Cc1c[nH]c2ccccc12,5.7
O=C(O)c1ccccc1N=c1[nH]c(Nc2ccccc2)ncc1F,7.2
Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,6.1
Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,6.16
O=C(O)c1ccccc1N=c1ccnc(Nc2ccc([N+](=O)[O-])cc2)[nH]1,5.8
Nc1nonc1-n1nnc(C(O)=NN=Cc2ccncc2)c1-c1ccccc1,5.9
COc1cccc(Nc2cc3nc4ccccc4n3cn2)c1,4.29
O=C(O)c1ccccc1N=c1ccnc(Nc2cccc(O)c2)[nH]1,6.4
CS(=O)(=O)c1ccccc1N=c1[nH]c(Nc2ccccc2)ncc1Cl,6.5
Cc1n[nH]cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2F)c1,6.85
CCOC(=O)c1ccccc1Oc1ncnc(O)c1/C=C/C(C)=O,5.12
COC(=O)c1ccc(OC)cc1Oc1ncnc(O)c1/C=C/C(C)=O,4.99
Cc1[nH]nc2cc(N=c3[nH]c(=NC4CC4)c4occc4[nH]3)ccc12,5.23
Nc1ncnc2c1c(-c1c[nH]c3nccc-3c1)nn2C1CCCC1,6.2
COc1ccc(F)cc1[C@@H](C)Oc1cc(-c2cnnn2C)cnc1N,7.085
N#CCC(C1CCCC1)n1cc(-c2nc[nH]c3nccc2-3)cn1,6.1
N#CC[C@H](C1CCCC1)n1cc(-c2nc[nH]c3nccc2-3)cn1,5.82
CC(C)Oc1cc(N=c2[nH]c(NC(C)c3ccc(F)cn3)ncc2Cl)[nH]n1,6.9
NC1CCC(N=c2nc(Cl)cc(-c3c[nH]c4ncccc34)[nH]2)CC1,6.2
CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,5.9
c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,6.0
CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(O)c(N)c1,5.8
CN(Cc1cc(Cl)c(O)c2ncccc12)C1CCCCC1,5.5
OC1=Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1,5.76
Cc1ccc(N=C2N=C(O)/C(=C3\C(O)=Nc4ccccc43)S2)cc1,5.43
COc1ccc(C=C2C(=O)ON=C2c2ccc(Br)cc2)cc1OC,6.1
COc1cc2c(cc1F)C(c1ccccc1Cl)=NC1=C(C)NNC1=N2,5.9
N#Cc1n[nH]c2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCC2,8.225000000000001
COc1ccc2[nH]cc(C=C3C(=O)Nc4ccccc43)c2c1,5.2
COc1c(-c2nc3ccccc3[nH]2)c(O)cc2oc(C)cc(=O)c12,5.9
c1ccc(Nc2ccnc3cc(-c4cn[nH]c4)ccc23)cc1,5.02
O=C(O)c1ccccc1N=c1ccnc(Nc2ccc3c[nH]nc3c2)[nH]1,5.8
Cc1c(O)c(O)c(O)c(C=O)c1-c1cc2c(C=O)c(C)c(O)c(O)c2o1,6.6
Cc1c(O)c(O)c2c(c1C=O)[C@@H]1O[C@H](O2)c2c(C)c(O)c(O)c(O)c2C1=O,6.75
N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,7.3
N#Cc1ccc2c(c1)C(c1ccc3c(n1)CCCC3O)C(O)=N2,5.6
NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1,6.5
C=CCc1cccc2c(=NO)cc(-c3ccccc3)oc12,6.6
CC(C)(C)c1nc2c3ccc(F)cc3c3c(O)nccc3c2[nH]1,6.8
Cc1n[nH]cc1-c1cnc(N)c(O[C@@H](C)c2cc(F)ccc2C#N)c1,7.025
C[C@@H](Oc1cc(-c2cnnn2C)cnc1N)c1cc(F)ccc1-n1nccn1,6.688333333333333
CCOc1cccc2c1c(/C=C1\C(O)=NN=C1c1snnc1C)cn2C,6.925
Cn1cc(-c2nc3c(N[C@H]4[C@@H](C(=N)O)[C@@H]5C=C[C@H]4C5)c(Cl)cnc3[nH]2)cn1,6.57
Cc1[nH]c(C=C2C(O)=Nc3ccccc32)c(C)c1CCC(=O)O,6.7
CCOC(=O)c1c(C)[nH]c(/C=C2\C(O)=Nc3ccccc32)c1C,5.27
COc1cc(Oc2ncnc(O)c2/C=C/C(C)=O)c(C(C)=O)cc1OC,5.12
CC(C)(C)c1ccc2[nH]c(-c3n[nH]c4ccccc34)nc2c1,6.4
COC(=O)c1cccc(Oc2ncnc(O)c2C2CC(C)=NN2C(C)=O)c1,5.05
CCCNC(=O)c1ccc(Nc2nc3[nH]ccc3c(=NCC(F)(F)F)[nH]2)cc1,6.640000000000001
COc1ccc(F)cc1[C@@H](C)Oc1cc(-c2c[nH]nc2C)cnc1N,7.93
CCc1[nH]c(=Nc2ccc(N3CCOCC3)c(Cl)c2)[nH]c2nccc1-2,5.4
Cc1ccc(-c2cc3c(NCCN)ccc(C(=N)O)c3[nH]2)cc1,6.4
CC1CN(Cc2c(-c3cccs3)[nH]c3ncccc23)CC(C)O1,5.03
CCCNC(=O)c1ccc(Nc2nc(CC)c3ccnc-3[nH]2)cc1,5.3
CCN(C(C)=O)c1ccc(Nc2nc3[nH]cnc3c(=NC3CC3)[nH]2)cc1,6.9
NC(=O)c1ccc(=NC2CCCCC2N)[nH]c1Nc1cccc(Cl)c1,5.9
CCC1CC(NS(=O)(=O)C2CC2)CC1c1ncc2cnc3[nH]ccc3n12,6.0
Cc1cccc(N=c2[nH]c(NC3CCCCC3N)cnc2C(N)=O)c1,7.2
N#Cc1c(SCC(=O)c2ccc(Cl)cc2)[nH]c(=N)c(C#N)c1-c1ccsc1,5.01
N#Cc1c(SCC(=O)c2ccccc2)[nH]c(=N)c(C#N)c1-c1ccsc1,5.77
O=S(=O)(Nc1ccc2c(c1)C(=NO)c1ccccc1-2)c1cccc(Br)c1,5.6
CC1(C)c2cc(O)c(-c3nn[nH]n3)cc2C(=O)c2c1[nH]c1cc(Cl)ccc21,9.34
c1ccc(Nc2ccnc3cc(-c4ccco4)ccc23)cc1,5.140000000000001
O=C1Nc2cc(-c3ccc(O)cc3)ccc2C1=Cc1ccc[nH]1,7.9
c1ccc(Nc2ccnc3cc(-c4cccs4)ccc23)cc1,5.395
Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1C1OC(=O)c2ccccc21,6.7
Clc1cc(-c2c[nH]c3ncccc23)cc(NCc2ccccc2)n1,6.5
CC(=O)N1CCc2[nH]c(/C=C3\C(O)=Nc4ccc(C(F)(F)F)cc43)cc2C1,5.02
N#Cc1n[nH]c2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCC2,8.143333333333333
Cn1cc(-c2ccc3c(Nc4ccccc4)ccnc3c2)cn1,5.27
CC(=O)N1CCc2[nH]c(/C=C3\C(O)=Nc4ccc(C#N)cc43)cc2C1,5.8
COc1ccc2cc1N=C1NC(=NC=C1Cl)Nc1cccc(c1)CC2,6.44
ClC1=CN=C2NC1=NCc1cccc(c1)OCCc1cccc(c1)N2,5.82
ClC1=CN=C2NC1=NCc1cccc(c1)OCCOc1cccc(c1)N2,5.69
NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,7.1
N=C(O)c1cc(Cl)cc2nc(-c3ccc(C4CCCNC4)cc3F)[nH]c12,6.0
Cc1n[nH]cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,7.904999999999999
C[C@@H](Oc1cc(-c2ccnn2C)cnc1N)c1cc(F)ccc1-n1nccn1,7.145
Cc1nccn1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,6.72
c1ccc(CN=c2nc(N=c3cc(C4CC4)[nH][nH]3)c3sccc3[nH]2)cc1,7.2
N=C(O)c1cccc2nc(-c3ccc(C4CCCNC4)cc3F)[nH]c12,5.6
Cn1ncc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCC2,7.5525
COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(C)=O)C3)C(O)=N2,5.82
Clc1cc(N=c2[nH]c(=NC3CC3)c3sccc3[nH]2)ccc1N1CCOCC1,5.6
CS(=O)(=O)Nc1ccccc1N=c1[nH]c(Nc2cccc(N=C(O)CN)c2)ncc1Cl,7.03
CN=C(O)c1ccccc1N=c1[nH]c(Nc2nc3c(s2)CCNCC3)ncc1Cl,7.21
CCCNC(=O)c1ccc(Nc2nc(CCC(F)(F)F)c3ccnc-3[nH]2)cc1,5.4
CC(C)Oc1cc(-n2cnc3ccc(=N[C@@H](C)c4ccc(F)cn4)[nH]c32)[nH]n1,7.47
Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc(OCC(=N)O)cc1,6.7
CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(O)=N2,5.41
CN(C)C1CCC(N=c2nc(Cl)cc(-c3c[nH]c4ncccc34)[nH]2)CC1,5.8
CN=c1[nH]c(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,6.6
COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC,5.8
COc1cc(O)c2c(c1)CCCCCC(=O)/C=C\C[C@H](C)OC2=O,5.46
COc1cc(O)c2c(c1)CCC[C@H](O)CC(=O)/C=C\C[C@H](C)OC2=O,6.12
COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,6.12
CC[C@H](CO)N=c1nc2c(ncn2C(C)C)c(NCc2ccccc2)[nH]1,5.64
O=C1N=C(O)c2c(-c3ccccc3Cl)cc3[nH]c4ccc(O)cc4c3c21,5.5
OC(=Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1c(F)cccc1F,6.0
OC(=Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1cccc(F)c1F,6.0
Nc1ncnc2scc(-c3ccc(NC(O)=Nc4cc(C(F)(F)F)ccc4F)cc3)c12,7.9
Oc1ccccc1-c1nc(Nc2ccc(Cl)cc2)c2ccccc2n1,5.19
CC1(C)c2cc(C(=O)O)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,7.22
COc1cc2c(cc1Br)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,7.53
CC(Nc1cncc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1F,7.2
c1ccc(Nc2ccnc3cc(-c4ccncc4)ccc23)cc1,5.359999999999999
Oc1ccc(Nc2nc(-c3ccccc3O)nc3ccccc23)cc1,5.37
N#Cc1ccc(-c2cnc3ccc(=NCc4ccccc4)[nH]n23)cc1,5.415
CC1(C)c2ccc(OCC(=O)O)cc2C(=O)c2c1[nH]c1cc(Br)ccc21,6.06
O=C(Cc1ccc(-c2cccnc2)cc1)Nc1ccc(SC(F)F)cc1,5.5
COc1cc(-c2ccc3c(c2)Nc2c(O)cccc2N=C3O)ccc1O,5.8
N=c1ccc(-c2ccc3c(Nc4ccccc4)ccnc3c2)c[nH]1,5.545
CS(=O)(=O)c1cccc(-c2cnn3c(C(N)=O)cc(-c4ccccc4)nc23)c1,5.3
C[C@@H](Oc1cc(-c2cn(C)nc2C#N)cnc1N)c1cc(F)ccc1-n1nccn1,7.765000000000001
Cc1cc(-c2ccc(N)cc2)c(/C=C2\C(O)=Nc3ccccc32)[nH]1,6.43
Cc1cc(C)c(/C=C2\C(O)=Nc3ccc(-c4cccnc4)cc32)[nH]1,5.42
Cc1cc(-c2cccc(N)c2)c(/C=C2\C(O)=Nc3ccccc32)[nH]1,7.21
COc1ccc2c(c1)C(C)(C)c1[nH]c3c(N)c(C#N)ccc3c1C2=O,8.71
Cc1cccc(N=C(O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)c1,5.8
Cc1cccc(N=C(O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,6.2
ClC1=CN=C2NC1=NCc1cc(Br)cc(c1)OCCCc1cccc(c1)N2,6.55
ClC1=CN=C2NC1=NCc1cc(ccc1Br)OCCCc1cccc(c1)N2,5.09
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CCOc2ccc(F)cc21,8.646666666666667
COc1ncccc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)n1,8.146666666666667
COc1ncncc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,6.965
COc1ccc(C2=NNc3cccc4c(OC)ccc2c34)cc1OC,5.8
CCn1nccc1-c1ccc2c(Nc3ccccc3)ccnc2c1,4.59
Cc1cc(-c2cccc(N)c2)c(/C=C2\C(O)=Nc3ccc(N)cc32)[nH]1,7.29
Cc1cc(-c2ccc(N)cc2)c(/C=C2\C(O)=Nc3ccc(N)cc32)[nH]1,7.17
OCCc1ccc(Nc2ncnc3[nH]cc(-c4ccccc4)c23)cc1,5.4
CC(C)S(=O)(=O)c1ccccc1N=c1[nH]c(N/N=C/c2ccc(F)cc2)ncc1Cl,7.995
ClC1=CN=C2NC1=NCCc1cccc(c1)OCCc1cccc(c1)N2,5.91
ClC1=CN=C2NC1=NCc1cccc(c1)OCCCc1cccc(c1)N2,6.15
Fc1ccc(-c2nc3occn3c2-c2ccnc(NC3CCNCC3)n2)cc1,6.3
CN1c2ccc(N)cc2C(c2ccccc2)c2cc(N)ccc21,6.0
CN=C(O)c1ccccc1N=c1[nH]c(Nc2cccc(N=C(O)CN)c2)ncc1Cl,7.48
Cc1nn(C)c2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1C(=O)N(C)C2,7.973333333333334
CN=C(O)c1ccc(F)cc1[C@@H](C)Oc1nc(-c2cccnc2OC)cnc1N,7.8675
Cc1nn(C)cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,7.706
O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,6.18
COc1cc(Nc2ncc([N+](=O)[O-])c(=Nc3ccccc3C(=N)O)[nH]2)cc(OC)c1OC,7.0
COc1ccccc1Nc1ncc(Cl)c(=Nc2ccccc2S(=O)(=O)C(C)C)[nH]1,8.68
COc1cc(P(C)(C)=O)ccc1Nc1ncc(Cl)c(=Nc2ccccc2C(=N)O)[nH]1,9.17
Cn1ncc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCCC2,6.865000000000001
Cc1nn(C)c2c1-c1cnc(N)c(n1)O[C@@H](C)c1cc(F)ccc1C(=O)N(C)C2,6.925
Cc1nn(C)c2c1-c1cnc(N)c(n1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,9.51
COc1nn(C)c2c1-c1cnc(N)c(n1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,9.54
CN=C(O)COc1ccc(Nc2nc(Nc3ccc(C)c(S(N)(=O)=O)c3)ncc2F)cc1,6.6
COc1ccccc1N=c1[nH]c(Nc2ccc(P(C)(C)=O)cc2OC)ncc1Cl,9.02
COc1cc(P(C)(C)=O)ccc1Nc1ncc(Cl)c(=Nc2ccccc2S(C)(=O)=O)[nH]1,9.48
CNS(=O)(=O)c1ccccc1N=c1[nH]c(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,8.4
CN(c1ccccc1N=c1[nH]c(Nc2cccc(N=C(O)CN)c2)ncc1Cl)S(C)(=O)=O,8.11
COc1nc(N2CC(O)C2)ccc1Nc1ncc(Cl)c(=Nc2ccccc2NS(C)(=O)=O)[nH]1,5.61
CN=C(O)c1ccc(F)cc1[C@@H](C)Oc1cc(-c2cn(C)nc2C)cnc1N,7.182500000000001
COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)CCN)C3)C(O)=N2,6.43
Cc1nnsc1C1=NN=C(O)/C1=C\c1cn(C)c2cccc(OCCN(C)C)c12,6.54
Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,6.12
NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(O)=NCCCCN1CCCC1,6.1
CC(C)Cc1[nH]c(=Nc2ccc(N3CCOCC3)c(Cl)c2)[nH]c2nccc1-2,5.6
CCN=c1[nH]c(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,6.7
CN1CCN(c2ccc(Nc3ncc(Cl)c(=NC[C@H]4CCCO4)[nH]3)cc2)CC1,6.84
CCc1nc(C(N)=O)c(=Nc2cccc(S(C)(=O)=O)c2)[nH]c1N[C@H]1CC[C@H](O)CC1,7.77
Oc1nc2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,7.3
OC1=Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,7.77
NC(=O)c1cc2c(-c3ccc(Nc4nc5ccccc5o4)cc3)cnc(N)c2s1,5.6
O=S(=O)(Nc1ccccn1)c1ccc(NC=C2C(O)=Nc3ccc4ncsc4c32)cc1,6.2
CSc1cccc(N=c2nc3c(c[nH]2)cc(-c2c(Cl)cccc2Cl)c(=O)n3C)c1,5.56
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5cc(F)ccc5F)c4)c3c2)cn1,6.575
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5cc(F)cc(F)c5)c4)c3c2)cn1,7.775
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5ccc(F)c(F)c5)c4)c3c2)cn1,6.2475
c1ccc(Nc2ccnc3cc(-c4ccccc4)ccc23)cc1,5.5
C=Cc1ccc2c(c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,7.83
CC1(C)c2cc(OCC(=O)O)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,7.34
COc1ccc(-c2ccc(NC(O)=Nc3cccc(Br)c3)cc2)c2c(N)noc12,7.8
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5cccc(Cl)c5)c4)c3c2)cn1,6.469999999999999
CCOC(=O)c1ccc(Nc2nc(Nc3ccc(Cl)cc3)c3nccnc3n2)cc1,5.46
NC1=C2N=C(c3ccc(NC(O)=Nc4cc(C(F)(F)F)ccc4F)cc3)CCN=C2NC=N1,8.4
N#Cc1c(SCc2ccc(F)cc2)nc2c(c1-c1cccs1)CCCC2,5.4
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5ccccc5F)c4)c3c2)cn1,6.86
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5ccc(F)cc5)c4)c3c2)cn1,6.17
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5cccc(F)c5)c4)c3c2)cn1,7.3075
CC1(C)c2cc(OCC(=N)O)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,7.77
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5cccc([N+](=O)[O-])c5)c4)c3c2)cn1,7.16
Cc1ccc(-c2ccc(NC(O)=Nc3cccc(Br)c3)cc2)c2c(N)n[nH]c12,7.3
Fc1cccc([C@H]2CCCN2c2ccc3ncc(-c4ccccn4)n3n2)c1,5.2
Cc1ccc(F)c(N=C(O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,5.666666666666667
CC1(C)c2cc(C(O)CO)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,7.92
N#Cc1c(SCc2ccccc2)nc2c(c1-c1cccs1)CCCC2,5.68
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5ccccc5)c4)c3c2)cn1,6.949999999999999
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5cccc(O)c5)c4)c3c2)cn1,7.045
Cc1nc(COc2cccc3c2c(/C=C2\C(O)=NN=C2c2snnc2C)cn3C)cs1,5.52
CC1(C)c2cc(OC[C@H](O)CO)c(Br)cc2C(=O)c2c1[nH]c1cccc(Cl)c21,6.98
C[C@@H](Oc1c(=N)[nH]cc2c(C3=CCN(C(=N)O)CC3)coc12)c1c(Cl)ccc(F)c1Cl,6.85
CC(C)S(=O)(=O)c1ccccc1N=c1[nH]c(N/N=C/c2ccc(C(F)(F)F)cc2)ncc1Cl,7.789999999999999
CC(C)S(=O)(=O)c1ccccc1N=c1[nH]c(N/N=C/c2cccc(C(F)(F)F)c2)ncc1Cl,7.71
