canonical_smiles,pchembl_value
COC(=O)c1cc2cc(NCc3cc[nH]n3)cnc2[nH]1,5.83
CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,5.28
CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21,5.06
O=[N+]([O-])c1ccc(N=C(O)c2cc(Cl)ccc2O)c(Cl)c1,4.99
N=c1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2[nH]1,6.68
Oc1cc2nc(O)c3c(O)c(O)ccc3c2cc1O,6.05
Oc1cc2nc(O)c3cc(O)c(O)cc3c2cc1O,6.0
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(=N)[nH]c12,5.44
N=c1cc2[nH]c(=N)c(-c3c(Cl)cccc3Cl)cc2c[nH]1,6.17
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2c[nH]c(=N)nc21,6.58
O=C(O)c1cc2c(cc1O)ncn2-c1ccccc1,4.47
c1cc2cc(-c3ccc4c[nH]nc4c3)c[nH]c-2n1,6.0
N=c1nnc2cc(-c3ccc4c(c3)OCO4)ccc2[nH]1,4.92
Cc1cc(O)cc2oc3cc(O)cc(O)c3c(=O)c12,4.46
Cc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,4.89
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(=N)[nH]c12,5.82
COc1ccc2c(ncn2-c2ccccc2)c1O,4.4
Nc1cc2nc(N)c(-c3ccccc3)cc2cn1,4.77
NS(=O)(=O)c1ccc(Nc2ncc(-c3ccc(O)nc3)o2)cc1,5.09
Cc1cccc(Nc2nccc(-c3nccs3)n2)c1,5.53
Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,6.6
Cc1cc(C=C2C(=O)C=CC2=O)cc(C)c1O,5.36
CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,7.27
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,7.77
COC(=O)c1cc2cc(NCc3cccs3)cnc2[nH]1,6.68
CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,4.92
CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,5.52
Oc1ccc(CNc2ccc3c(c2)OCO3)cc1O,5.73
O=Cc1ccccc1OP(=O)(O)OCc1ccccc1,2.92
CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,8.0
CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,7.51
CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,8.4
CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,7.6
CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,7.37
CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,8.16
CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,7.48
Cc1cccc(C)c1Nc1nccn2cncc12,5.48
C[C@@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,6.55
C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,7.14
C[C@@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.39
C[C@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,7.0
Cc1ccc(-c2cn(C3CCCC3=O)nn2)cc1,4.21
O=C1CCCCC1n1cc(-c2ccccc2)nn1,4.37
COc1cc2c(cc1OC)Nc1ncn(C)c(=O)c1C2,5.92
CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,7.12
CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,7.82
CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,7.17
CCOc1ccc(-c2[nH][nH]c3ncnc(=N)c2-3)cc1OC,4.0
Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)sc1C=O,5.82
CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,7.4
CC(C)n1nc(-c2ccc(S(N)(=O)=O)cc2)c2c(N)ncnc21,4.96
CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,5.3
COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,5.84
O=Cc1ccccc1OP(=O)(O)OCC1CCCCC1,2.64
c1nc(N2CCC3(CCCNC3)CC2)c2nc[nH]c2n1,4.75
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,6.31
Oc1cc(Nc2nccc(-c3nccs3)n2)cc(C(F)(F)F)c1,6.0
Cc1c(C=O)c(O)n2c(nc3ccccc32)c1C#N,5.8
N=C(O)c1c(-c2ccncc2)nn(-c2c(Cl)cc(Cl)cc2Cl)c1N,5.19
O=c1c(-c2cccc(Cl)c2)c[nH]c2cc(O)cc(O)c12,5.1
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,4.12
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.87
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2c[nH]c(=N)cc21,6.46
OCc1csc(-c2ccnc(Nc3cc(O)cc(C(F)(F)F)c3)n2)n1,5.4
COc1cc(Nc2nccc(-c3nccs3)n2)cc(C(F)(F)F)c1,5.74
Cc1cc(Nc2nccc(-c3nccs3)n2)cc(C(F)(F)F)c1,5.87
Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,4.82
O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.03
CN=c1nc2c(c[nH]1)cc(-c1c(Cl)cccc1Cl)c(=O)n2C,6.12
Nc1ccc(-c2cc(=O)c3cc(N)ccc3o2)cc1,4.54
COc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1,5.88
Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,4.92
Nc1ncnc2ncn(CC(=O)c3c[nH]c4ccccc34)c12,4.09
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,4.19
CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,6.12
Cc1cc(C(F)(F)F)nc2sc(C(=O)N/N=C/c3cncn3C)c(N)c12,6.48
CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,5.36
CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21,5.82
N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,7.05
Nc1cccc(-c2cc(=O)c3c(N)c(O)c(N)cc3o2)c1,4.42
NS(=O)(=O)c1ccc(Nc2ncc(-c3ccc(O)c(O)c3)o2)cc1,5.5
CN1C(=S)C(C(O)=Nc2ccccc2)c2cccnc21,4.51
Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,4.8
Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.85
N=C(O)c1c(-c2ccncc2)nn(-c2ccccc2)c1N,4.72
CCn1c(=O)c2cc(O)c(O)cc2c2cc(O)c(O)cc21,5.39
CCn1c(=O)c2c(O)c(O)ccc2c2cc(O)c(O)cc21,4.96
Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,8.02
Cc1cccc(Cl)c1N=C(O)c1cnc(N=C(O)C2CC2)s1,8.0
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,7.96
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@H]1CCOC1,8.7
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCOC1,8.15
CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,6.31
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,7.62
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,7.85
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,7.51
CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,6.99
Cc1cc(C)c(C=C2C(O)=Nc3ccccc32)[nH]1,5.7
Cc1cc(C)c(/C=C2\C(O)=Nc3ccccc32)[nH]1,4.79
COc1cc2ncn(-c3ccccc3)c2cc1OC,4.4
COc1cc2ncn(-c3ccccc3)c2cc1CO,4.3
Cc1cccc(C)c1-c1ccc2[nH]c(=N)nnc2c1,5.66
Nc1ncnc2c1c(-c1ccccc1)cn2C1CC1,6.6
CCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,4.68
COc1cc(Nc2nccc(-c3nccs3)n2)cc(OC)c1,6.06
Cc1ccc(C)c(Nc2nccc(-c3nccs3)n2)c1,6.82
Cc1cc(C)cc(Nc2nccc(-c3nccs3)n2)c1,5.97
CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,5.23
CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21,6.39
CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,4.52
Brc1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,6.35
CC(C)n1nc(-c2ccc(C(=N)O)c(Cl)c2)c2c(N)ncnc21,4.82
Clc1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,6.47
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCNC1,7.52
COc1cc(F)c(-c2nn(C(C)C)c3ncnc(N)c23)cc1F,6.32
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,7.82
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCNC1,7.34
CC(C)n1nc(-c2c[nH]c3nccc-3c2)c2c(N)ncnc21,7.7
CC(C)n1nc(-c2ccc3c[nH]nc3c2)c2c(N)ncnc21,7.16
CC(C)n1nc(-c2ccc3n[nH]cc3c2)c2c(N)ncnc21,7.14
CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.64
CC(C)n1nc(-c2ccc3nc(O)[nH]c3c2)c2c(N)ncnc21,5.46
O=[N+]([O-])c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,6.41
O=[N+]([O-])c1cccc(N=c2[nH]c(N3CCOCC3)nc3[nH]cnc23)c1,6.89
COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,6.54
Brc1ccc(Nc2nc(N3CCNCC3)nc3[nH]cnc23)cc1,5.75
N=c1scc(-c2ccc(Cl)cc2)n1CC(=O)N1CCOCC1,4.78
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,6.494444444444444
Clc1ccc(Nc2nc(N3CCNCC3)nc3[nH]cnc23)cc1,5.93
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,7.01
C=Cn1cnc2c(Nc3ccc(P(C)(C)=O)cc3)ncnc21,6.0
c1ccc(N=c2[nH]c(N3CCOCC3)nc3[nH]cnc23)cc1,6.12
COc1ccc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1O,6.62
C=CS(=O)(=O)Nc1cccc(Cc2nn(C)c3ncnc(N)c23)c1,5.5
Cc1cc(C)c2c(N)c(C(=O)N/N=C/c3cncn3C)sc2n1,6.11
CC(C)n1nc(-c2ccc3c(=N)[nH][nH]c3c2)c2c(N)ncnc21,7.24
O=[N+]([O-])c1ccc(Nc2nc(N3CCNCC3)nc3[nH]cnc23)cc1,5.85
O=[N+]([O-])c1cccc(N=c2[nH]c(N3CCNCC3)nc3[nH]cnc23)c1,6.02
CC(C)(C)n1[nH]c(=Nc2cccc(Cl)c2)c2c(N)ncnc21,6.08
Cc1ccc(-c2cn(C3CCCCC3=O)nn2)cc1,4.47
N=c1scc(-c2ccccc2)n1CC(=O)N1CCOCC1,4.7
CC(C)(C)n1nc(-c2ccccc2)c2c(N)ncnc21.Cl,6.89
Cc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1.Cl,5.89
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1.Cl,5.29
Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,8.37
Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,7.82
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,6.42
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,6.8
CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,6.28
CCn1nccc1CNc1cnc2[nH]c(C(=O)OC)cc2c1,5.93
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1O,6.92
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,7.77
NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,7.7
NS(=O)(=O)c1cccc(N=c2[nH]c(N3CCOCC3)nc3[nH]cnc23)c1,6.92
CC(C)(C)N1CN(c2ccc(Cl)cc2)C(N)=C2C=NN=C21,6.3
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,7.64
CC(C)n1nc(-c2ccc(NS(C)(=O)=O)cc2)c2c(N)ncnc21,5.64
CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21,5.14
NS(=O)(=O)c1ccc(Nc2nc(N3CCNCC3)nc3[nH]cnc23)cc1,5.74
NS(=O)(=O)c1cccc(N=c2[nH]c(N3CCNCC3)nc3[nH]cnc23)c1,7.0
CC(C)=CCC[C@H](C)c1ccc(C)cc1O,4.45
O=C1N=C(O)c2c1c1nc[nH]c1c1[nH]c3ccccc3c21,6.46
COc1cc(N=c2c(C#N)c[nH]c3ccsc23)c(Cl)cc1Cl,5.6
Nc1c(C(=O)O)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,4.26
N=C(O)C1=C(c2ccc(Cl)cc2)c2ccccc2C1=O,5.02
O=C1/C(=C\c2ccc(I)cc2)C(O)=NN1c1ccc(I)cc1,6.3
O=C1/C(=C2/C(O)=Nc3ccccc32)Nc2ccccc21,4.75
O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,4.55
OC(=Nc1nnc(SCc2ccc(Br)cc2)s1)c1ccccc1Cl,6.28
O=C(N=c1[nH]nc(SCc2ccc(Br)cc2)s1)c1ccc(Cl)cc1,6.66
O=C(N=c1[nH]nc(SCc2ccc(Br)cc2)s1)c1ccc(F)cc1,6.66
OC1=Nc2ccccc2-c2[nH]c3ccc(Br)cc3c2C1,5.41
COC(=O)c1cc2cc(N=C(O)c3c(Cl)cccc3Cl)cnc2[nH]1,7.54
OC(=Nc1nnc(SCc2cccc(Cl)c2)s1)c1ccccc1Cl,6.77
O=C(N=c1[nH]nc(SCc2cccc(Cl)c2)s1)c1ccc(Cl)cc1,6.71
O=C(N=c1[nH]nc(SCc2cccc(Cl)c2)s1)c1ccc(F)cc1,6.61
O=C(N=c1[nH]nc(SCc2ccc(F)cc2)s1)c1ccc(Cl)cc1,6.7
O=C(N=c1[nH]nc(SCc2cccc(F)c2)s1)c1ccc(Cl)cc1,7.19
OC(=Nc1nnc(SCc2ccc(F)cc2)s1)c1ccccc1Cl,6.05
OC(=Nc1nnc(SCc2cccc(F)c2)s1)c1ccccc1Cl,6.14
O=C(N=c1[nH]nc(SCc2ccc([N+](=O)[O-])cc2)s1)c1ccc(Cl)cc1,6.78
O=[N+]([O-])c1ccc(CSc2nnc(N=C(O)c3ccccc3Cl)s2)cc1,6.66
O=C(N=c1[nH]nc(SCc2ccc(F)cc2)s1)c1ccc(F)cc1,6.323333333333333
O=C(N=c1[nH]nc(SCc2cccc(F)c2)s1)c1ccc(F)cc1,6.25
O=C(N=c1[nH]nc(SCc2ccc([N+](=O)[O-])cc2)s1)c1ccc(F)cc1,6.77
O=C1/C(=C\c2ccccc2)C(O)=NN1c1ccc(I)cc1,5.37
O=[N+]([O-])c1ccc2[nH]c3c(c2c1)CC(O)=Nc1ccccc1-3,6.4
N=C(O)C1=C(c2ccccc2)c2ccccc2C1=O,5.44
COC(=O)C1=C(c2ccccc2)c2ccncc2C1=O,5.12
O=C(N=c1[nH]nc(SCc2ccccc2)s1)c1ccc(Cl)cc1,6.48
OC(=Nc1nnc(SCc2ccccc2)s1)c1ccccc1Cl,5.94
Nc1ccc2c(c1)C(c1ccccc1Cl)=NC1=CNNC1=N2,5.74
O=C(N=c1[nH]nc(SCc2ccccc2)s1)c1ccc(F)cc1,6.33
CN=c1cc2c(c[nH]1)cc(-c1c(Cl)cccc1Cl)c(=O)n2C,6.38
COc1cc2ncnc(Nc3ccc(Cl)cc3Cl)c2cc1OC,6.6
COC(=O)c1cc2cc(NCc3c(Cl)cccc3Cl)cnc2[nH]1,8.02
N=C(O)c1c(-c2ccc3ccccc3c2)nn(CC(F)(F)F)c1N,6.01
COc1cc(Nc2nccc(-c3nc(CO)cs3)n2)cc(C(F)(F)F)c1,5.46
Cc1cc(Nc2nccc(-c3nc(CO)cs3)n2)cc(C(F)(F)F)c1,5.75
COc1cc(Nc2nccc(-c3ncc(C)s3)n2)cc(C(F)(F)F)c1,5.43
Fc1cnc(Nc2ccccc2)[nH]c1=Nc1ccccc1,5.8
NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(O)=N2,4.89
Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,5.96
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,5.85
COC(=O)c1cc2cc(NCc3ccccc3Br)cnc2[nH]1,6.78
CCN=C(O)Nc1nc2[nH]c(=N)ncc2cc1-c1c(Cl)cccc1Cl,7.105
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,5.57
c1ccc(-n2cnc3cc(OCC4CO4)ccc32)cc1,4.3
COC(=O)c1cc2c(cc1OC)ncn2-c1ccccc1,4.48
OC(=NCc1cccc(O)c1)c1cc2cc(O)ccc2[nH]1,4.42
CN1C(=S)C(C(O)=Nc2ccccc2)c2ccccc21,5.01
Oc1ccc(CC2=Cc3ccc(O)c(O)c3OC2)cc1O,5.8
Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,6.36
O=C1c2ccc(O)c(O)c2OC[C@]1(O)Cc1ccc(O)c(O)c1,5.75
CC(C)n1nc(-c2cc3c(Cl)cccc3[nH]2)c2c(N)ncnc21.Cl,5.92
CC(C)n1nc(-c2cc3c(Cl)cccc3[nH]2)c2c(N)ncnc21,5.91
N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,7.75
O=C1CCCN1Cc1ccc2c(c1)[nH]c(=O)c1cccn12,5.7
C(=C\n1ncc2c(NC3CC3)ncnc21)\c1ccccc1,5.04
CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,6.62
CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,6.0
CC(C)n1nc(-c2ccc3ncnc(O)c3c2)c2c(N)ncnc21,6.88
Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,7.96
ClC(Cn1ncc2c(NC3CC3)ncnc21)c1ccccc1,5.0
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,9.92
Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,8.3
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,9.26
Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,8.0
CCn1c2ccccc2c2cc(/C=N\OC)ccc21,4.4
Cc1cccc(C)c1-c1cc(C)c2[nH]c(=N)nnc2c1,5.13
Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,7.0
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCC1,8.4
Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCC1,8.0
Cc1cc(C)cc(Nc2nccc(-c3nc(CO)cs3)n2)c1,5.65
Cc1cc(C)cc(Nc2nccc(-c3ncc(CO)s3)n2)c1,5.7
Cc1cc(C)cc(Nc2nccc(-c3nc(C)cs3)n2)c1,5.69
Cc1cc(C)cc(Nc2nccc(-c3ncc(C)s3)n2)c1,6.46
CC(C)n1nc(-c2cc3ccccc3[nH]2)c2c(N)ncnc21.Cl,5.82
CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21,6.05
CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21,5.52
CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21,7.41
CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,7.38
CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,7.43
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,6.255
NC(=O)c1c(=Nc2ccccc2)[nH]n2c(N)cc(C3CC3)nc12,7.03
Oc1ccc(C[C@@]2(O)COc3c(ccc(O)c3O)[C@H]2O)cc1O,6.44
CC(C)(C)n1cc(-c2ccc(Cl)cc2)c2c(N)ncnc21,6.82
CC(C)n1nc(-c2cccc(N=C(O)CCl)c2)c2c(N)ncnc21,6.09
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,7.6
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCN1,7.02
CS(=O)(=O)N(Cc1ccc2[nH]c(=O)c3cccn3c2c1)C1CC1,5.9
Nc1ncnc2c1c(-c1ccccc1)cn2C1CCNC1,6.64
CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,5.99
CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.68
CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.47
Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCNC1,7.43
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNC1,8.22
CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,6.03
Cc1cc(C)c2c(N)c(C(=O)N/N=C/c3cccn3C)sc2n1,6.08
NC(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,5.7
CC(C)Nc1ncnc2c1cnn2CC(Br)c1ccccc1,5.525
CCCNc1ncnc2c1cnn2CC(Br)c1ccccc1,6.074999999999999
COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,7.14
CC(C)(C)n1nc(Cc2cccc(Cl)c2)c2c(N)ncnc21,6.22
CCCNc1ncnc2c1cnn2CC(Cl)c1ccccc1,5.5
Nc1ncnc2c1c(-c1ccccc1)cn2CC(CO)CO,6.7
Nc1ncnc2c1c(-c1ccc(O)cc1)cn2CC(CO)CO,6.3
Cc1cccc(N=c2[nH]c(N3CCOCC3)nc3[nH]cnc23)c1,6.08
Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,7.96
