canonical_smiles,pchembl_value
O=C(c1ccc(Cl)cc1[N+](=O)[O-])N1CCN(c2nc(Cl)ncc2Br)CC1,5.59
O=C(c1cc(Cl)ccc1Cl)N1CCN(c2nc(Cl)ncc2Br)CC1,5.64
O=C(c1c(F)cccc1F)N1CCN(c2nc(Cl)ncc2Br)CC1,5.58
OCc1cc2cc(N=C(O)c3ccccc3Br)cnc2[nH]1,5.21
N=c1nc(Nc2ccc(S(N)(=O)=O)cc2)[nH]n1C(=O)c1c(F)cccc1F,6.11
Cn1cc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cn1,7.24
O=C(Nc1ncc(Cc2ccccc2)s1)c1cccs1,7.05
c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,5.75
COc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1,5.12
COC(=O)c1ccc(COC(=O)c2ccc(-n3cnnn3)cc2)o1,4.68
Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,4.0
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1CCN(c2nc(Cl)ncc2Br)CC1,7.82
O=C(c1ccc(F)cc1)N1CCN(c2nc(Cl)ncc2Br)CC1,7.72
CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,5.89
CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,5.3
CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21,5.47
N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.02
Cc1ccncc1-c1ccc2cc(=N)[nH]cc2c1,7.44
Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,6.22
Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,6.155
Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,7.64
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,7.5
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@H]1CCOC1,7.68
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCOC1,7.77
CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,6.16
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,7.26
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,7.68
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,7.68
CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,7.06
Cc1cc(C)c(/C=C2\C(O)=Nc3ccccc32)[nH]1,4.96
CCN=C(O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,7.64
CCN=C(O)Nc1nc2ccc(-c3ccncc3)cc2s1,8.7
CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,4.77
CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21,5.96
CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,5.7
CCOC(=O)C1=C(C)OC2(O)c3ccccc3C(=O)C12O,4.95
Cc1cc(=Nc2nc(Cl)cc(=NCc3ccccc3)[nH]2)[nH][nH]1,6.1
CC(C)n1nc(-c2ccc(C(=N)O)c(Cl)c2)c2c(N)ncnc21,4.3
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCNC1,6.3
COc1cc(F)c(-c2nn(C(C)C)c3ncnc(N)c23)cc1F,5.6
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,7.14
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCNC1,6.32
CCN=C(O)Nc1nc2ccc(-c3ccncc3)cc2[nH]1,6.7
CCN=C(O)Nc1nc2ccc(-c3cccnc3)cc2[nH]1,5.86
CC(C)n1nc(-c2c[nH]c3nccc-3c2)c2c(N)ncnc21,7.66
CC(C)n1nc(-c2ccc3c[nH]nc3c2)c2c(N)ncnc21,6.96
CC(C)n1nc(-c2ccc3n[nH]cc3c2)c2c(N)ncnc21,6.3
CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.85
CC(C)n1nc(-c2ccc3nc(O)[nH]c3c2)c2c(N)ncnc21,5.08
Cc1ccc(S(=O)(=O)N2CCN(c3nc(Cl)ncc3Br)CC2)cc1,4.24
COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.82
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,6.699999999999999
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,6.25
CCOc1ccc2cc(=NC(=O)C3CC3)[nH]cc2c1,8.15
COCCNC(=O)c1cc2c3ccccc3n(C)c2s1,4.84
O=C(N=c1cc2ccc(OCCO)cc2c[nH]1)C1CC1,8.22
Cc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,5.28
CC(C)N=C1NN=C(O)C1=Cc1cc2ccccc2[nH]1,6.6
COc1ccc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1O,5.4
CC(C)n1nc(-c2ccc3c(=N)[nH][nH]c3c2)c2c(N)ncnc21,6.49
O=C(N=c1cc2ccc(NCCO)cc2c[nH]1)C1CC1,7.77
Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,7.51
Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,7.16
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.44
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.77
CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,5.75
CCn1nccc1CNc1cnc2[nH]c(C(=O)OC)cc2c1,6.12
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1O,5.82
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,7.05
NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,5.22
CC(C)(C)N1CN(c2ccc(Cl)cc2)C(N)=C2C=NN=C21,6.28
CCN=C(O)Nc1nc2ccc(-c3ccnn3CC)cc2[nH]1,6.77
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,6.58
CC(C)n1nc(-c2ccc(NS(C)(=O)=O)cc2)c2c(N)ncnc21,4.96
CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21,4.89
Cc1nn(C)c2n[nH]c(=Nc3ccc(S(=O)(=O)NCC(O)CO)cc3)nc12,4.47
O=C1CN=C(O)/C1=C/NC12CC3CC(CC(C3)C1)C2,4.71
O=C1CN=C(O)/C1=C\NC12CC3CC(CC(C3)C1)C2,4.68
CCOC(=O)CCCCC(=O)c1[nH]c(O)nc1Cn1ccnc1,4.89
CCc1nnc(N=C(O)CCc2nc(C3=CCN(C)CC3)no2)s1,5.42
COC(O)=NC(C(=O)N1CCN(c2nc(Cl)ncc2Br)CC1)C(C)C,6.42
O=S(=O)(C1CC1)N1CCN(c2nc(N3CCOCC3)ncc2Br)CC1,6.66
O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,4.7
Cn1cc(-c2cc3nc(Br)c[nH]c-3n2)c2cc(C#N)ccc21,6.1
O=C(Nc1ncc(Cc2cc(C(F)(F)F)ccc2Cl)s1)c1cccs1,6.07
OC(=Nc1ccnc2cc(Cl)ccc12)Nc1cccc(C(F)(F)F)n1,5.4
OC(=Nc1cccc(C(F)(F)F)n1)N=c1cc[nH]c2ccc(Cl)cc12,5.7
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(Cl)c(-c2ncc[nH]2)c1,8.3
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(Cl)c(-c2cc[nH]n2)c1,7.26
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cncnc2)n1,6.18
O=C1/C(=C\c2ccc(I)cc2)C(O)=NN1c1ccc(I)cc1,6.1
OC(=Nc1nnc(SCc2ccc(Br)cc2)s1)c1ccccc1Cl,6.65
O=C(N=c1[nH]nc(SCc2ccc(Br)cc2)s1)c1ccc(Cl)cc1,7.33
O=C(N=c1[nH]nc(SCc2ccc(Br)cc2)s1)c1ccc(F)cc1,7.05
OC1=Nc2ccccc2-c2[nH]c3ccc(Br)cc3c2C1,6.8
COC(=O)c1cc2cc(N=C(O)c3c(Cl)cccc3Cl)cnc2[nH]1,7.43
OC(=Nc1nnc(SCc2cccc(Cl)c2)s1)c1ccccc1Cl,6.12
O=C(N=c1[nH]nc(SCc2cccc(Cl)c2)s1)c1ccc(Cl)cc1,7.14
N=C(O)c1cc(-c2cc[nH]c(=N)n2)[nH]c1-c1cc(C(F)(F)F)ccc1Cl,6.32
N=C(O)c1cc(-c2cc[nH]c(=N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,5.96
O=C(N=c1[nH]nc(SCc2cccc(Cl)c2)s1)c1ccc(F)cc1,6.43
O=C(N=c1[nH]nc(SCc2ccc(F)cc2)s1)c1ccc(Cl)cc1,6.98
O=C(N=c1[nH]nc(SCc2cccc(F)c2)s1)c1ccc(Cl)cc1,6.66
OC(=Nc1nnc(SCc2ccc(F)cc2)s1)c1ccccc1Cl,6.39
OC(=Nc1nnc(SCc2cccc(F)c2)s1)c1ccccc1Cl,6.57
Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,4.52
O=C(N=c1[nH]nc(SCc2ccc([N+](=O)[O-])cc2)s1)c1ccc(Cl)cc1,7.04
O=[N+]([O-])c1ccc(CSc2nnc(N=C(O)c3ccccc3Cl)s2)cc1,7.08
O=C(N=c1[nH]nc(SCc2ccc(F)cc2)s1)c1ccc(F)cc1,6.726666666666667
O=C(N=c1[nH]nc(SCc2cccc(F)c2)s1)c1ccc(F)cc1,6.78
O=C(Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1)c1cccs1,6.87
O=C(N=c1[nH]nc(SCc2ccc([N+](=O)[O-])cc2)s1)c1ccc(F)cc1,6.68
O=C1/C(=C\c2ccccc2)C(O)=NN1c1ccc(I)cc1,6.22
O=[N+]([O-])c1ccc2[nH]c3c(c2c1)CC(O)=Nc1ccccc1-3,5.8
O=C1c2ccccc2C(=O)C1(O)N=C(O)c1ccccc1,4.59
O=S(=O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(c2nc(Cl)ncc2Br)CC1,5.65
COC(=O)c1cc2cc(N=C(O)c3ccccc3Br)cnc2[nH]1,6.845
CN=c1cc2ccc(-c3cc(F)ccc3Cl)cc2c[nH]1,6.38
Cc1ccc(F)cc1-c1ccc2c(Cl)c(=N)[nH]cc2c1,7.82
O=C(N=c1[nH]nc(SCc2ccccc2)s1)c1ccc(Cl)cc1,6.4
OC(=Nc1nnc(SCc2ccccc2)s1)c1ccccc1Cl,6.04
O=C(N=c1[nH]nc(SCc2ccccc2)s1)c1ccc(F)cc1,7.16
COc1ccc2c(c1)Cc1sc(NC(=O)c3cccs3)nc1-2,7.17
Cc1ccncc1-c1ccc2c(C#N)c(=N)[nH]cc2c1,8.3
O=C(O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,5.1
COc1ccc(C2c3c(O)ncnc3Oc3ncnc(O)c32)cc1,5.54
Oc1cc(O)cc(-c2ccc3cc(O)ccc3c2)c1,4.7
O=C(c1ccc(C(F)(F)F)cc1)N1CCN(c2nc(Cl)ncc2Br)CC1,7.72
COc1ccc2c(c1)c(-c1cc3nc(Br)c[nH]c-3n1)cn2C,6.7
COC(=O)c1cc2cc(NCc3c(Cl)cccc3Cl)cnc2[nH]1,8.28
CCOc1c(Cl)cc(C(O)=Nc2ccccc2C(=O)O)cc1Cl,4.57
Cc1ccc(F)cc1-c1ccc2cc(=N)[nH]cc2c1,6.36
COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,5.32
Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,5.92
OCc1ccc(-c2cn3c(-c4cn[nH]c4)cnc3cn2)cc1,6.52
COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,4.4
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,7.52
COC(=O)c1cc2cc(NCc3ccccc3Br)cnc2[nH]1,6.88
COCc1cc2cc(N=C(O)c3ccccc3Br)cnc2[nH]1,5.64
CCN=C(O)Nc1nc2ccc(-c3c(Cl)cccc3Cl)cc2[nH]1,7.37
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,6.9
CC(C)n1nc(C#Cc2cccc(Cl)c2)c2c(N)ncnc21,5.645
Cc1ccc(Cl)cc1-c1[nH]c(-c2cc[nH]c(=N)n2)cc1C(=N)O,6.37
CC(C)n1nc(C#Cc2cccc(F)c2)c2c(N)ncnc21,5.835
COc1ccc(Cc2cnc(NC(=O)c3cccs3)s2)cc1,7.8
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,4.46
Cc1cccc(Cc2cnc(NC(=O)c3cccs3)s2)c1,7.23
Cc1ccc(Cc2cnc(NC(=O)c3cccs3)s2)cc1,6.6
Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,5.74
OC(=Nc1cc2ccc(-c3cc[nH]n3)cc2cn1)C1CC1,9.3
OC(=Nc1ccccc1)N=c1[nH]nc(Cc2ccccc2)s1,4.24
NCc1ccc(-c2cn3c(-c4cn[nH]c4)cnc3cn2)cc1,6.62
Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,4.52
CCN=C(O)Nc1nc2ccc(-c3ccccc3Cl)cc2[nH]1,7.67
CCN=C(O)Nc1nc2ccc(Oc3ccccc3Cl)cc2[nH]1,6.62
CC(C)n1nc(-c2cc3c(Cl)cccc3[nH]2)c2c(N)ncnc21,6.55
COc1cc(/C=C/c2cc(Cl)ccc2O)cc(OC)c1,4.8
CCN=C(O)Nc1nc2ccc(-c3cccc(F)c3)cc2[nH]1,7.09
N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.36
CCc1c(-c2ccc(C(C)=O)cc2)[nH]c2nccnc12,5.7
COC(=O)c1ccc(CSc2nnc(-c3ccccc3)n2C)o1,4.85
CCN=C(O)Nc1nc2ccc(-c3ccccc3)cc2s1,9.51
CC(C)n1nc(C#Cc2ccccc2)c2c(N)ncnc21,6.245
Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1,5.82
CC(C)n1nc(C#Cc2ccccc2O)c2c(N)ncnc21,6.140000000000001
CC(C)n1nc(C#Cc2cccc(O)c2)c2c(N)ncnc21,8.1
CC(C)n1nc(C#Cc2ccc(O)cc2)c2c(N)ncnc21,7.470000000000001
CCN=C(O)Nc1nccc2nc(-c3ccccc3)cnc12,4.51
CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,6.27
CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,5.66
CC(C)n1nc(-c2ccc3ncnc(O)c3c2)c2c(N)ncnc21,6.48
N=c1[nH]c2cc(-c3nn(CC4OCCO4)c4ncnc(N)c34)ccc2o1,5.06
Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,7.35
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,8.92
Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,7.62
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,8.37
Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,7.2
C[C@H](N=c1[nH]c(=Nc2cn(C)cn2)c2cc[nH]c2[nH]1)c1ncc(F)cn1,7.6
Cc1ccnc2[nH]c3cc(C(C)C)ccc3c(=O)c12,6.6
Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,7.05
CCN=C(O)Nc1nc2ccc(-c3ccccc3)cc2[nH]1,7.36
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCC1,8.3
Nc1ncnc2c1c(-c1ccccc1)cn2C1CC(O)C1,6.41
Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCC1,7.07
