smiles_i,smiles_j,diff
CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](C)C(O)=NCCCc1ccccc1,COC(=O)c1cc(C[C@H](N=C(C)O)C(O)=N[C@H]2CCCCN(Cc3ccc(-c4ccccc4)cc3)C2=O)ccc1C(F)(C(=O)O)C(=O)O,-3.176091194152832
CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](C)C(O)=NCCCc1ccccc1,COC(=O)c1cc(C[C@@H](N=C(C)O)C(O)=N[C@H]2CCCCN(Cc3ccc(-c4ccccc4)cc3)C2=O)ccc1C(C(=O)O)C(=O)O,-3.3309926986694336
CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](C)C(O)=NCCCc1ccccc1,COC(=O)c1cc(C[C@H](N=C(C)O)C(O)=N[C@H]2CCCCN(Cc3ccc(-c4ccccc4)cc3)C2=O)ccc1C(C(=O)O)C(=O)O,-1.431016445159912
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CSCCN(Cc2cccc(C(F)(F)F)c2)C1=O,-1.7160029411315918
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CSCCN(Cc2cccc(OC(F)(F)F)c2)C1=O,-2.318063259124756
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC[C@@H](C)[C@H](N=C(O)C[C@@H]1N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)N=C1O)C(=O)O,-1.7440319061279297
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,COC(=O)c1cccc(CN2CCSC[C@H](N=C(O)[C@H](Cc3ccc(OP(=O)(O)O)cc3)N=C(C)O)C2=O)c1,-2.806180000305176
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,COc1cccc(CN2CCCC[C@H](N=C(O)[C@H](Cc3ccc(OP(=O)(O)O)cc3)N=C(C)O)C2=O)c1,-1.6896743774414062
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC[C@@H](C)[C@H](N=C(O)CC[C@@H]1N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)N=C1O)C(=O)O,-1.878730297088623
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC[C@@H](C)[C@H](N=C(O)[C@@H]1CCC(O)=N[C@@H](Cc2ccc(OP(=O)(O)O)cc2)C(O)=N[C@@H](CCC(=O)O)C(O)=N1)C(=O)O,-1.149271011352539
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC[C@@H](C)[C@H](N=C(O)[C@H](CCC(=O)O)N=C(O)[C@@H]1CCC(O)=N[C@@H](Cc2ccc(OP(=O)(O)O)cc2)C(O)=N1)C(=O)O,-1.401608943939209
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC[C@H](C)[C@H](N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O,-1.1072096824645996
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](CCC(=O)O)C(O)=NCCCC1CCCCC1,-2.017033100128174
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O,-1.6648507118225098
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(C/C=C/c2ccccc2)C1=O,-2.4729652404785156
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,COC(=O)c1ccc(CN2CCCC[C@H](N=C(O)[C@H](Cc3ccc(OP(=O)(O)O)cc3)N=C(C)O)C2=O)cc1,-3.1566948890686035
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(CCCc2ccccc2)C1=O,-2.4577250480651855
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](CCC(=O)O)C(=O)N(C)CCCc1ccccc1,-1.3760552406311035
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CCc1ccccc1CCN=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N=C(C)O,-1.2573652267456055
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@H](CCC1CCCCC1)C(=N)O,-1.6190929412841797
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CCC1CCCCC1)C(=N)O,-1.0336322784423828
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC[C@H](N=C(O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)N=C(C)O)C(=O)N(C)CCCC1CCCCC1,-1.056800365447998
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CCCc1ccc(CN2CCCC[C@H](N=C(O)[C@H](Cc3ccc(OP(=O)(O)O)cc3)N=C(C)O)C2=O)cc1,-2.7440319061279297
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](C)C(=O)N(CCCC(=O)O)CCCc1ccccc1,-1.113943099975586
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC[C@H](C)[C@H](N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N=C(C)O)C(=O)O,-1.1072096824645996
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC([O-])=N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C([O-])=N[C@H]1CCCCN(CCCC2CCCCC2)C1=O,-2.388644218444824
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=NC(Cc1ccc(OP(=O)(O)O)cc1)C(O)=NC(CCC(=O)O)C(O)=NC(CCC(=O)O)C(O)=NC(CC(C)C)C(=N)O,-1.2211532592773438
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC[C@H](C)[C@H](N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N=C(C)O)C(=N)O,-1.1419720649719238
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H](C(O)=N[C@H](C)C(O)=NCCC1CCCCC1)C(C)C,-1.2211532592773438
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CCCCN(CCCC)C(=O)[C@@H](C)N=C(O)[C@@H](N=C(O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N=C(C)O)C(C)C,-1.1642484664916992
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(Cc2ccc(-c3cccs3)cc2)C1=O,-4.443001747131348
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](CCC(=O)O)C(O)=NCCc1cccc2ccccc12,-1.238882064819336
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(Cc2ccc(C(C)(C)C)cc2)C1=O,-1.5583953857421875
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CCCCc1ccc(CN2CCCC[C@H](N=C(O)[C@H](Cc3ccc(OP(=O)(O)O)cc3)N=C(C)O)C2=O)cc1,-1.0280284881591797
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](CCC(=O)O)C(O)=NCCC1=CC=CC2CCCCC12,-1.414973258972168
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CSCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,-2.9658803939819336
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=NCCCc1ccccc1,-1.3290586471557617
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=N)O,-2.5399117469787598
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@@H](CCC(=O)O)C(=O)N(CCCC(=O)O)CCCc1ccccc1,-1.6190929412841797
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CCCC(N=C(O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N=C(C)O)C(=O)N(CCCC(=O)O)CCCc1ccccc1,-1.2866544723510742
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CCCCCN(CCCCC)C(=O)[C@@H](C)N=C(O)[C@@H](N=C(O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N=C(C)O)C(C)C,-1.7739949226379395
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CCCCCN(CCCCC)C(=O)[C@H](C)N=C(O)[C@@H](N=C(O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N=C(C)O)C(C)C,-1.4887595176696777
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CSCCN(Cc2ccc(-c3ccccc3C#N)cc2)C1=O,-2.4218125343322754
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CSCCN(Cc2cccc(-c3ccccc3C#N)c2)C1=O,-2.4430017471313477
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(Cc2ccc(-c3ccc(F)cc3F)cc2)C1=O,-2.396376609802246
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CSCCN(Cc2cccc(C(=O)c3ccccc3)c2)C1=O,-1.7160029411315918
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(Cc2ccc(-c3ccc(Cl)cc3)cc2)C1=O,-1.8061800003051758
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,-3.9658803939819336
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(P(=O)(O)O)c(P(=O)(O)O)c1)C(O)=N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,-1.6190929412841797
CC(C)[C@H](N=C(O)C[C@@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,CC(O)=N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(Cc2ccc(C3CCCCC3)cc2)C1=O,-1.6104927062988281
